"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"model"	"N"	"N.not.zero"	"pval_joint"	"qval_joint"
"PWY_7388_octanoyl_acyl_carrier_protein_biosyn"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.798589539695726	0.467316781887535	0.087472689312853	0.299338983623206	"prevalence"	763	512	0.000259720246535284	0.00526995991151594
"PWY_7560_methylerythritol_phosphate_pwy_II"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.238533691644565	0.339654187358088	0.32708395031686	0.644921711225469	"abundance"	763	221	0.000311171905163821	0.00611023669086215
"PWY_7664_oleate_biosyn_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.16814436306843	0.281848464212338	0.000160897763201182	0.00460415137775689	"abundance"	763	508	0.00032176963831216	0.00611023669086215
"PWYG_321_mycolate_biosyn"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.443502207082093	0.395006485434362	0.3784040174832	0.697213724524148	"abundance"	763	458	0.000314293989440996	0.00611023669086215
"RIBOSYN2_PWY_flavin_biosyn_I"	"diagnosis"	"UC"	"diagnosisUC"	-0.324316319503792	0.240578174341285	0.22678244040061	0.545450869584227	"abundance"	763	456	0.000323032226488232	0.00611023669086215
"PWY_7560_methylerythritol_phosphate_pwy_II"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.81063545911987	0.47875578291529	0.000155598057959731	0.007389959027852	"prevalence"	763	221	0.000311171905163821	0.00611023669086215
"PWY_7664_oleate_biosyn_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.842134244612055	0.46333992311496	0.0691359877401257	0.270678563360028	"prevalence"	763	508	0.00032176963831216	0.00611023669086215
"PWYG_321_mycolate_biosyn"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.61981097405747	0.428580942079667	0.000157159344250241	0.007389959027852	"prevalence"	763	458	0.000314293989440996	0.00611023669086215
"RIBOSYN2_PWY_flavin_biosyn_I"	"diagnosis"	"UC"	"diagnosisUC"	-1.56630374675327	0.415174432886591	0.000161529159078732	0.007389959027852	"prevalence"	763	456	0.000323032226488232	0.00611023669086215
"PANTO_PWY_phosphopantothenate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.359466158301372	0.1205594888532	0.000175142910665496	0.00488648720756734	"abundance"	763	756	0.000350255146291835	0.00651474572102814
"PANTO_PWY_phosphopantothenate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.42049852946986	1.26854954111023	0.262806810269771	0.544827458787175	"prevalence"	763	756	0.000350255146291835	0.00651474572102814
"GLUCUROCAT_PWY_SP_of_beta_D_glucuronide__D_glucuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	0.0591231703055047	0.219365130345069	0.62646899113897	0.877213794367742	"abundance"	763	713	0.00036951805969626	0.00676036319050862
"GLUCUROCAT_PWY_SP_of_beta_D_glucuronide__D_glucuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-1.8990799788674	0.507915336325755	0.000184776100951872	0.0081153663538062	"prevalence"	763	713	0.00036951805969626	0.00676036319050862
"PWY_5177_glutaryl_CoA_deg"	"age"	"age"	"age"	-0.443790858565928	0.111646498152794	0.000192142721274765	0.00523003114494239	"abundance"	763	711	0.000384248523724192	0.00691647342703545
"PWY_5177_glutaryl_CoA_deg"	"age"	"age"	"age"	-0.179367502897719	0.269872882442421	0.506282698022531	0.768877458407661	"prevalence"	763	711	0.000384248523724192	0.00691647342703545
"P108_PWY_pyruvate_fermentation_to_propanoate_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.629785471041001	0.540158894882555	0.323144590824644	0.644921711225469	"abundance"	763	324	0.000398495288214928	0.00701455557525665
"PWY_5690_TCA_cyc_II"	"antibiotics"	"Yes"	"antibioticsYes"	-0.206009391634454	0.416766927208183	0.704275696341994	0.894304092864602	"abundance"	763	346	0.000402268420086403	0.00701455557525665
"P108_PWY_pyruvate_fermentation_to_propanoate_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.82791372278883	0.491382144597689	0.000199267497875318	0.0081802806249808	"prevalence"	763	324	0.000398495288214928	0.00701455557525665
"PWY_5690_TCA_cyc_II"	"antibiotics"	"Yes"	"antibioticsYes"	-1.33461642928486	0.359003116661846	0.000201154441597889	0.0081802806249808	"prevalence"	763	346	0.000402268420086403	0.00701455557525665
"PWY0_1297_SP_of_purine_dns_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.984570998936788	0.238408216590396	0.000211999535432362	0.00563313051291704	"abundance"	763	591	0.0004239541270617	0.00727896624309011
"PWY0_1297_SP_of_purine_dns_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.432257894650945	0.493446409534864	0.381031311872076	0.660860776570965	"prevalence"	763	591	0.0004239541270617	0.00727896624309011
"PWY0_1296_purine_rns_deg"	"diagnosis"	"CD"	"diagnosisCD"	0.297136240579189	0.208277248023763	0.206071859244161	0.518144633772437	"abundance"	763	752	0.000583323982912023	0.00986347825651239
"PWY0_1296_purine_rns_deg"	"diagnosis"	"CD"	"diagnosisCD"	13.4579585449838	3.71504341039263	0.00029170453722453	0.0113620547663094	"prevalence"	763	752	0.000583323982912023	0.00986347825651239
"P105_PWY_TCA_cyc_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.600722329121944	0.607993858410274	0.40799342069046	0.714709146310753	"abundance"	763	95	0.000600091344885225	0.00999555135659569
"P105_PWY_TCA_cyc_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.79260342373298	0.495848822794801	0.000300090699656622	0.0113620547663094	"prevalence"	763	95	0.000600091344885225	0.00999555135659569
"FASYN_ELONG_PWY_fatty_acid_elongation__saturated"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.10103414796694	0.278380834957143	0.000338248483806929	0.00830913967713257	"abundance"	763	509	0.00067638255557706	0.0109989080133893
"PWY_6270_isoprene_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.439175263591223	0.347466204593052	0.125900583708523	0.428993757745076	"abundance"	763	213	0.00069955640354692	0.0109989080133893
"PWY_6737_starch_deg_V"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.625436260499362	0.200432370265294	0.000347022050271957	0.00830913967713257	"abundance"	763	759	0.000693923676240539	0.0109989080133893
"PWY0_1586_peptidoglycan_maturation"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.917858302094652	0.228938936481682	0.000349936886044114	0.00830913967713257	"abundance"	763	733	0.000699751316264013	0.0109989080133893
"FASYN_ELONG_PWY_fatty_acid_elongation__saturated"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.839907367427044	0.462749968451757	0.0695185381307176	0.270678563360028	"prevalence"	763	509	0.00067638255557706	0.0109989080133893
"PWY_6270_isoprene_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.75825359006955	0.491779242306996	0.000349839395574808	0.012804121878038	"prevalence"	763	213	0.00069955640354692	0.0109989080133893
"PWY0_1586_peptidoglycan_maturation"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.65822380150598	0.611636662584992	0.00670552248387517	0.0791684267451069	"prevalence"	763	733	0.000699751316264013	0.0109989080133893
"PWY_6608_guanosine_nt_deg_III"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	0.813385125603474	0.50111536541098	0.199091132331838	0.511560805797302	"abundance"	763	652	0.000729503488615129	0.0113073040735345
"PWY_6608_guanosine_nt_deg_III"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.54686435510356	0.71454678557374	0.000364818290500106	0.0129216284828747	"prevalence"	763	652	0.000729503488615129	0.0113073040735345
"GALACT_GLUCUROCAT_PWY_SP_of_hexuronide__hexuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	0.0812097595003582	0.211146444233064	0.5417481753855	0.814812619582504	"abundance"	763	705	0.000847275461579543	0.0127778299340915
"TCA_GLYOX_BYPASS_SP_of_glyoxylate_bypass__TCA"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.42263192006537	0.503346554790489	0.00947693148431851	0.0970298673073345	"abundance"	763	155	0.000845635882484247	0.0127778299340915
"GALACT_GLUCUROCAT_PWY_SP_of_hexuronide__hexuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-1.71535159124416	0.486645692081515	0.000423727503288293	0.0136839058414866	"prevalence"	763	705	0.000847275461579543	0.0127778299340915
"TCA_GLYOX_BYPASS_SP_of_glyoxylate_bypass__TCA"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.54433278315809	0.438063830695214	0.00042290736656247	0.0136839058414866	"prevalence"	763	155	0.000845635882484247	0.0127778299340915
"PWY_6126_SP_of_adenosine_nt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	0.550821708075647	0.16008677021413	0.000453942814841985	0.0105541704450762	"abundance"	763	743	0.000907679565604823	0.0135062719361998
"PWY_6126_SP_of_adenosine_nt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	-2.18729826672995	1.05606733796833	0.0383426220853846	0.192238351825353	"prevalence"	763	743	0.000907679565604823	0.0135062719361998
"PWY_6124_inosine_5_phosphate_biosyn_II"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.0770197648579569	0.161904812752875	0.287750175775304	0.607049520161133	"abundance"	763	752	0.00100214218513781	0.0145311007383704
"PWY_7663_gondoate_biosyn"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	0.879616743287881	0.215016280051387	0.00100259386814921	0.0195985154006822	"abundance"	763	751	0.00100259386814921	0.0145311007383704
"PWY_6124_inosine_5_phosphate_biosyn_II"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.43428501696829	0.699483868829692	0.000501196691630756	0.0157232562117306	"prevalence"	763	752	0.00100214218513781	0.0145311007383704
"PWY_7219_adenosine_rnt_de_novo_biosyn"	"antibiotics"	"Yes"	"antibioticsYes"	0.170716891120435	0.0664391772906233	0.00105889036611246	0.0195985154006822	"abundance"	763	763	0.00105889036611246	0.0151502775459167
"PWY_7220_adenosine_dnt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	0.596216551853517	0.177443500261526	0.000630522797257498	0.0140732688347874	"abundance"	763	743	0.00126064803551714	0.017586040095464
"PWY_7222_guanosine_dnt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	0.596216551853517	0.177443500261526	0.000630522797257498	0.0140732688347874	"abundance"	763	743	0.00126064803551714	0.017586040095464
"PWY_7220_adenosine_dnt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	-2.18729826672995	1.05606733796833	0.0383426220853846	0.192238351825353	"prevalence"	763	743	0.00126064803551714	0.017586040095464
"PWY_7222_guanosine_dnt_de_novo_biosyn_II"	"diagnosis"	"UC"	"diagnosisUC"	-2.18729826672995	1.05606733796833	0.0383426220853846	0.192238351825353	"prevalence"	763	743	0.00126064803551714	0.017586040095464
"PWY_5083_NAD_NADH_phosphorylation__dephosphorylation"	"age"	"age"	"age"	-0.131150507975184	0.140958163480734	0.393730476850595	0.710051886469234	"abundance"	763	419	0.00129225325382286	0.0177289944107513
"PWY_5695_urate_biosyn_inosine_5_phosphate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	0.248961581007163	0.0866494293680442	0.000651546280328604	0.0142573656636612	"abundance"	763	760	0.0013026680481018	0.0177289944107513
"PWY_5083_NAD_NADH_phosphorylation__dephosphorylation"	"age"	"age"	"age"	-0.501673557709357	0.147058578282842	0.000646335501701809	0.019180442726178	"prevalence"	763	419	0.00129225325382286	0.0177289944107513
"PWY_5695_urate_biosyn_inosine_5_phosphate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-0.289864379591804	1.26118117847194	0.818219491537069	0.977589773348968	"prevalence"	763	760	0.0013026680481018	0.0177289944107513
"GLUCONEO_PWY_gluconeogenesis_I"	"diagnosis"	"UC"	"diagnosisUC"	-0.70390371282458	0.423090414870231	0.118052610058227	0.424677195865785	"abundance"	763	434	0.00148984417904583	0.0191373150099873
"GLUCONEO_PWY_gluconeogenesis_I"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	3.38025022639625	0.943992394780684	0.000736506958567491	0.0157129042234183	"abundance"	763	434	0.00147247147463496	0.0191373150099873
"PWY_6507_4_deoxy_L_threo_hex_4_enopyranuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	0.233897977775632	0.236567885593746	0.234326937197444	0.55287285816564	"abundance"	763	715	0.00143293199421198	0.0191373150099873
"PWY_6609_adenine__adenosine_salvage_III"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.432788352992182	0.155870719886803	0.000746222153979543	0.0157129042234183	"abundance"	763	751	0.001491887460456	0.0191373150099873
"PWY_7279_aerobic_respiration_II"	"antibiotics"	"Yes"	"antibioticsYes"	-0.119529634280823	0.401055301681033	0.857936638833239	0.957568839037815	"abundance"	763	380	0.00144876196857921	0.0191373150099873
"GLUCONEO_PWY_gluconeogenesis_I"	"diagnosis"	"UC"	"diagnosisUC"	-3.35896172809777	0.996019405263104	0.000745199750857254	0.0204557331610316	"prevalence"	763	434	0.00148984417904583	0.0191373150099873
"GLUCONEO_PWY_gluconeogenesis_I"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-1.480559063266	0.969628922005638	0.126777502229082	0.36642080099661	"prevalence"	763	434	0.00147247147463496	0.0191373150099873
"PWY_6507_4_deoxy_L_threo_hex_4_enopyranuronate_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-1.64154842654777	0.485220055664914	0.000716722842922774	0.0204015026970129	"prevalence"	763	715	0.00143293199421198	0.0191373150099873
"PWY_6609_adenine__adenosine_salvage_III"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.72397809786523	0.95361164372382	0.00428359194677237	0.059536505791849	"prevalence"	763	751	0.001491887460456	0.0191373150099873
"PWY_7279_aerobic_respiration_II"	"antibiotics"	"Yes"	"antibioticsYes"	-1.13242030704258	0.335027521205433	0.00072464353841849	0.0204015026970129	"prevalence"	763	380	0.00144876196857921	0.0191373150099873
"PWY_841_SP_of_purine_nt_de_novo_biosyn_I"	"diagnosis"	"UC"	"diagnosisUC"	-0.0667620334981445	0.200812255448394	0.860848204425729	0.957568839037815	"abundance"	763	614	0.00158390414094436	0.0200867843328853
"PWY_841_SP_of_purine_nt_de_novo_biosyn_I"	"diagnosis"	"UC"	"diagnosisUC"	-1.45804830652513	0.434527132469646	0.000792265913110719	0.0212172676242822	"prevalence"	763	614	0.00158390414094436	0.0200867843328853
"GLCMANNANAUT_PWY_SP_of_N_acetylglucosamine_N_acetylmannosamine__N_acetylneuraminate_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.710563806511496	0.239679871532437	0.000818145730115367	0.0169083450890509	"abundance"	763	721	0.00163562209779503	0.0205095984397669
"GLCMANNANAUT_PWY_SP_of_N_acetylglucosamine_N_acetylmannosamine__N_acetylneuraminate_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.49472820383533	0.543586323191322	0.00596401750802708	0.0744146729978834	"prevalence"	763	721	0.00163562209779503	0.0205095984397669
"SALVADEHYPOX_PWY_adenosine_nt_deg_II"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	1.10112137950045	0.554047831364127	0.0930989692752365	0.376443658373782	"abundance"	763	608	0.00170861999782682	0.0211868879730525
"SALVADEHYPOX_PWY_adenosine_nt_deg_II"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.24712444335718	0.673911085121659	0.000854675233791037	0.0223436525405371	"prevalence"	763	608	0.00170861999782682	0.0211868879730525
"PWY_6936_seleno_amino_acid_biosyn"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	1.18137820629364	0.324512793880489	0.000921885435830851	0.0187058935706769	"abundance"	763	455	0.0018429209989049	0.022355432986716
"PWY_7383_anaerobic_energy_metabolism"	"age"	"age"	"age"	0.207460937336777	0.11020739141901	0.0515023242967171	0.266095342199705	"abundance"	763	655	0.00183133137388756	0.022355432986716
"PWY_6936_seleno_amino_acid_biosyn"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.374358976432238	0.368394391845327	0.30953855639392	0.594625504204721	"prevalence"	763	455	0.0018429209989049	0.022355432986716
"PWY_7383_anaerobic_energy_metabolism"	"age"	"age"	"age"	0.70764297106835	0.213460163393178	0.000916085293075875	0.0233921314371468	"prevalence"	763	655	0.00183133137388756	0.022355432986716
"PWY66_399_gluconeogenesis_III"	"age"	"age"	"age"	0.266130548538591	0.127626428031726	0.0330318544257528	0.214228857101368	"abundance"	763	630	0.00188490727245092	0.0226188872694111
"PWY66_399_gluconeogenesis_III"	"age"	"age"	"age"	0.692281550675881	0.209336154537294	0.000942898164699958	0.0235295951100126	"prevalence"	763	630	0.00188490727245092	0.0226188872694111
"PWY_6151_S_adenosyl_L_methionine_cyc_I"	"age"	"age"	"age"	-0.236803659778942	0.0664682697391796	0.000954573753789434	0.0190232912362323	"abundance"	763	751	0.00190823629652744	0.0226552309247301
"PWY_6151_S_adenosyl_L_methionine_cyc_I"	"age"	"age"	"age"	-0.272757102934529	0.2692046905745	0.310966573307021	0.594625504204721	"prevalence"	763	751	0.00190823629652744	0.0226552309247301
"PWY_7383_anaerobic_energy_metabolism"	"diagnosis"	"UC"	"diagnosisUC"	-0.596843446227009	0.300215829403143	0.0631219979461193	0.299762339182422	"abundance"	763	655	0.00194525719063929	0.0228516528921416
"PWY_7383_anaerobic_energy_metabolism"	"diagnosis"	"UC"	"diagnosisUC"	-2.0739393174133	0.628811321315421	0.000973102059128386	0.0237436902427326	"prevalence"	763	655	0.00194525719063929	0.0228516528921416
"PWY_5667_CDP_diacylglycerol_biosyn_I"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-0.315204687298493	0.147175122932173	0.0010465940933376	0.0195985154006822	"abundance"	763	760	0.002092092827479	0.0240698514996553
"PWY0_1319_CDP_diacylglycerol_biosyn_II"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-0.315204687298493	0.147175122932173	0.0010465940933376	0.0195985154006822	"abundance"	763	760	0.002092092827479	0.0240698514996553
"PWY_5667_CDP_diacylglycerol_biosyn_I"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	0.290320793592908	1593.00579837433	0.999854587800093	0.999999952271712	"prevalence"	763	760	0.002092092827479	0.0240698514996553
"PWY0_1319_CDP_diacylglycerol_biosyn_II"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	0.290320793592908	1593.00579837433	0.999854587800093	0.999999952271712	"prevalence"	763	760	0.002092092827479	0.0240698514996553
"PYRIDNUCSYN_PWY_NAD_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.629716201486302	0.220632912302053	0.0010712450174208	0.0195985154006822	"abundance"	763	666	0.00214134246895425	0.0243850836260505
"PYRIDNUCSYN_PWY_NAD_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.09776149280303	0.488538143080071	0.0246378968007297	0.148024958278526	"prevalence"	763	666	0.00214134246895425	0.0243850836260505
"GLYOXYLATE_BYPASS_glyoxylate_cyc"	"antibiotics"	"Yes"	"antibioticsYes"	1.02179816996063	0.667748283830899	0.110559218816056	0.41185809608405	"abundance"	763	247	0.00221400730703836	0.0247673992333196
"PANTO_PWY_phosphopantothenate_biosyn_I"	"diagnosis"	"CD"	"diagnosisCD"	-0.050047888523386	0.146960691098655	0.577356272366331	0.841878238810041	"abundance"	763	756	0.00221930100656986	0.0247673992333196
"GLYOXYLATE_BYPASS_glyoxylate_cyc"	"antibiotics"	"Yes"	"antibioticsYes"	-1.316938227955	0.403763121229347	0.00110761706129642	0.0252698268052812	"prevalence"	763	247	0.00221400730703836	0.0247673992333196
"PANTO_PWY_phosphopantothenate_biosyn_I"	"diagnosis"	"CD"	"diagnosisCD"	-10.0515358406731	3.08236373796199	0.00111026684952351	0.0252698268052812	"prevalence"	763	756	0.00221930100656986	0.0247673992333196
"PWY_4984_urea_cyc"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-0.360972487774001	0.43916185159429	0.22781949982296	0.545815582208491	"abundance"	763	625	0.00226928796307624	0.0250745085821098
"PWY_4984_urea_cyc"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-2.45328017997144	0.753775020645921	0.00113528842143805	0.0252698268052812	"prevalence"	763	625	0.00226928796307624	0.0250745085821098
"FUCCAT_PWY_fucose_deg"	"diagnosis"	"CD"	"diagnosisCD"	0.205517756486747	0.320554761172889	0.590267550907276	0.851311962611392	"abundance"	763	261	0.00230011726309215	0.0251659888785377
"FUCCAT_PWY_fucose_deg"	"diagnosis"	"CD"	"diagnosisCD"	-0.915920333402528	0.281750421176253	0.001150720710623	0.0252698268052812	"prevalence"	763	261	0.00230011726309215	0.0251659888785377
"PWY_5104_L_isoleucine_biosyn_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.992297471226069	0.333820483445029	0.00121884940935883	0.021939289368459	"abundance"	763	445	0.00243621322483498	0.0263962520283091
"PWY_5104_L_isoleucine_biosyn_IV"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.764973921585237	0.355190219947268	0.0312635415853655	0.169978080904139	"prevalence"	763	445	0.00243621322483498	0.0263962520283091
"GLYCOGENSYNTH_PWY_glycogen_biosyn_I"	"antibiotics"	"Yes"	"antibioticsYes"	-0.383544506790767	0.265068580100467	0.205585496788865	0.518144633772437	"abundance"	763	668	0.0025000793250254	0.0268277742954649
"GLYCOGENSYNTH_PWY_glycogen_biosyn_I"	"antibiotics"	"Yes"	"antibioticsYes"	-1.20538608894653	0.373527968404569	0.00125082194027584	0.0267211610998833	"prevalence"	763	668	0.0025000793250254	0.0268277742954649
"SALVADEHYPOX_PWY_adenosine_nt_deg_II"	"diagnosis"	"UC"	"diagnosisUC"	0.977833486096534	0.302772539567431	0.00126479865193525	0.0224050046914244	"abundance"	763	608	0.00252799758824056	0.0268690029378711
"SALVADEHYPOX_PWY_adenosine_nt_deg_II"	"diagnosis"	"UC"	"diagnosisUC"	0.443086048336502	0.373091142114994	0.234987860006161	0.518105763628041	"prevalence"	763	608	0.00252799758824056	0.0268690029378711
"PWY_621_sucrose_deg_III"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-1.19432644610762	0.423090321030386	0.00133212843710638	0.0232289896220424	"abundance"	763	701	0.00266248230803981	0.028031417507287
"PWY_621_sucrose_deg_III"	"dysbiosis_state"	"dysbiosis_UC"	"dysbiosis_statedysbiosis_UC"	-0.941921737986785	0.839798406519213	0.262030603969577	0.544827458787175	"prevalence"	763	701	0.00266248230803981	0.028031417507287
"FUCCAT_PWY_fucose_deg"	"diagnosis"	"UC"	"diagnosisUC"	0.218188265654505	0.361643606783409	0.492584244318888	0.779288223811951	"abundance"	763	261	0.00269937128763836	0.0281541902523777
"FUCCAT_PWY_fucose_deg"	"diagnosis"	"UC"	"diagnosisUC"	-1.00091359596826	0.312296970990929	0.00135059770089401	0.0279803070864458	"prevalence"	763	261	0.00269937128763836	0.0281541902523777
"PYRIDOXSYN_PWY_pyridoxal_5_phosphate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.805246300327956	0.280691915497206	0.00139938278620131	0.0240263259907794	"abundance"	763	723	0.0027968073002203	0.0289003421022764
"PYRIDOXSYN_PWY_pyridoxal_5_phosphate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.03324666932487	0.577252818053696	0.0734639028466647	0.275698515024762	"prevalence"	763	723	0.0027968073002203	0.0289003421022764
"PWY_6123_inosine_5_phosphate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.196491202070878	0.13223598133102	0.0277043219423989	0.192037411724951	"abundance"	763	754	0.00294712120831689	0.0299238265371096
"PWY_6901_SP_of_glucose__xylose_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.818555450800809	0.225563185119228	0.00147582959163606	0.0249549367313007	"abundance"	763	424	0.00294948111028858	0.0299238265371096
"PWY_6123_inosine_5_phosphate_biosyn_I"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-2.66129687769172	0.836984013670259	0.00147464789736905	0.0299845072465041	"prevalence"	763	754	0.00294712120831689	0.0299238265371096
"PWY_6901_SP_of_glucose__xylose_deg"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	0.916126444364147	0.439032618862799	0.0369158631616138	0.188572591833534	"prevalence"	763	424	0.00294948111028858	0.0299238265371096
"PWY_621_sucrose_deg_III"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-0.521540035548206	0.292611741692432	0.0354150580311613	0.2195733597932	"abundance"	763	701	0.00311251219584627	0.0307395009784464
"PWY_6901_SP_of_glucose__xylose_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-0.157388587543983	0.228619493861449	0.631597524174176	0.879416828498158	"abundance"	763	424	0.00308833227302786	0.0307395009784464
"PWY_7199_pyrimidine_dns_salvage"	"diagnosis"	"UC"	"diagnosisUC"	-0.563778324158054	0.24766164599903	0.0340947257960814	0.216191556752426	"abundance"	763	660	0.00308284099144944	0.0307395009784464
"PWY_621_sucrose_deg_III"	"dysbiosis_state"	"dysbiosis_CD"	"dysbiosis_statedysbiosis_CD"	-1.57678183499924	0.49838908203953	0.00155746895269244	0.0299985968007999	"prevalence"	763	701	0.00311251219584627	0.0307395009784464
"PWY_6901_SP_of_glucose__xylose_deg"	"antibiotics"	"Yes"	"antibioticsYes"	-1.10833719712609	0.350071845550879	0.00154536020559645	0.0299985968007999	"prevalence"	763	424	0.00308833227302786	0.0307395009784464
"PWY_7199_pyrimidine_dns_salvage"	"diagnosis"	"UC"	"diagnosisUC"	-1.74537704516548	0.551192730006308	0.0015426103190229	0.0299985968007999	"prevalence"	763	660	0.00308284099144944	0.0307395009784464
