feature	Feature1	Feature3	Feature4	Feature5	Feature6	Feature8	Feature9	Feature10	Feature12	Feature14	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature26	Feature27	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature39	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature47	Feature48	Feature49	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature61	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature71	Feature72	Feature74	Feature75	Feature76	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature91	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100
Sample35	107.764680057074	13.3965536165075	NA	NA	NA	10.8565470310614	NA	NA	NA	NA	2.14378224124684	NA	NA	NA	NA	NA	0.825814948962792	1.23038085830315	NA	NA	NA	NA	NA	0.0583909559872681	NA	NA	NA	NA	2.95291405992756	NA	NA	NA	9.40928547909121	NA	7.72011853803095	NA	NA	NA	NA	NA	1.05103720777083	NA	0.467127647898145	NA	NA	NA	NA	NA	NA	NA	NA	5.01745143233454	6.29788168148392	NA	NA	7.76599714630666	NA	39.8017780704643	0.675666776424103	NA	0.0333662605641532	NA	NA	4.07902535396773	NA	NA	NA	17.304576885084	NA	NA	0.367028866205685	NA	NA	NA	0.00834156514103831	NA	NA	NA	NA	NA	30.150587202283	NA	NA	0.162660520250247	NA	NA	NA	NA	NA
Sample36	NA	8.45474505977067	NA	NA	NA	4407.14710905099	NA	0.296657721395462	51.7667723835082	NA	NA	NA	0.889973164186387	NA	NA	NA	NA	NA	1.33495974627958	0.444986582093193	NA	NA	0.148328860697731	NA	NA	NA	NA	NA	2.3732617711637	3.11490607465235	NA	0.444986582093193	NA	NA	1.63161746767504	3742.63381312515	NA	NA	0.889973164186387	NA	22.2493291046597	NA	NA	0.444986582093193	NA	NA	NA	NA	NA	NA	NA	0.741644303488656	NA	NA	NA	NA	NA	1692.43230056111	NA	NA	NA	NA	NA	2.07660404976824	NA	NA	NA	9.49304708465479	NA	NA	0.593315442790925	NA	8.75140278116614	0.296657721395462	NA	1.03830202488412	NA	2.07660404976824	0.296657721395462	NA	67.0446450353745	NA	NA	NA	NA	NA	NA	NA	NA
Sample37	NA	NA	NA	NA	NA	56.8937329700273	NA	NA	0.752043596730245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6076294277929	NA	NA	NA	133.013623978202	477.972752043597	NA	NA	0.425068119891008	34.1689373297003	1.01362397820163	NA	NA	NA	NA	1.76566757493188	NA	NA	0.850136239782016	NA	NA	NA	NA	NA	0.0980926430517711	0.163487738419619	NA	NA	0.0980926430517711	NA	NA	NA	NA	NA	NA	0.163487738419619	NA	NA	5.72207084468665	NA	0.0326975476839237	NA	NA	0.425068119891008	NA	NA	NA	9.18801089918256	NA	NA	NA	NA	NA	NA	NA	NA	0.62125340599455	NA	NA	0.490463215258856	34.4305177111717	NA	NA	0.523160762942779	NA	0.196185286103542	NA	0.62125340599455	0.326975476839237
Sample38	NA	10.2199394463668	NA	NA	NA	941.932093425606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.80925605536332	NA	NA	NA	NA	NA	NA	NA	NA	44.6146193771626	NA	NA	5.26275951557093	12.6645761245675	0.271626297577855	NA	0.0679065743944637	0.237673010380623	NA	NA	NA	NA	NA	3.36137543252595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441392733564014	5.09299307958478	NA	NA	NA	0.203719723183391	NA	NA	0.101859861591695	NA	NA	NA	NA	8.38646193771626	NA	29.4375	0.271626297577855	NA	NA	NA	0.0339532871972318	NA	6.75670415224914	NA	NA	NA	NA	1.93533737024221	NA	NA	43.5960207612457	6.7227508650519	NA	NA	NA	0.0339532871972318	NA	NA	NA
Sample39	NA	9.19952774498229	NA	NA	NA	224.928453364817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459976387249114	NA	NA	NA	NA	NA	307.724203069658	NA	NA	2.29988193624557	1.83990554899646	NA	NA	0.459976387249114	0.459976387249114	NA	5638.8505312869	NA	0.919952774498229	NA	NA	2.29988193624557	NA	NA	NA	NA	2.29988193624557	NA	NA	NA	NA	11.4994096812279	NA	NA	NA	NA	NA	NA	723.082880755608	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.13978748524203	NA	NA	NA	NA	97.9749704840614	NA	NA	NA	0.919952774498229	NA	57.4970484061393	NA	180.310743801653	NA	NA	1.37992916174734	NA	NA	NA	NA	NA
Sample40	NA	NA	NA	NA	NA	489.565970854667	NA	NA	NA	NA	1.27491138243403	NA	NA	1.27491138243403	NA	NA	5.09964552973612	NA	NA	NA	NA	NA	NA	NA	NA	2.54982276486806	NA	NA	28.0480504135486	20.3985821189445	NA	NA	3.82473414730209	NA	NA	22.9484048838125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20084.9539188657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.09964552973612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27491138243403	NA	NA	7.64946829460417	NA	17.8487593540764	NA	NA	NA	NA	NA	NA	NA	NA
Sample41	NA	NA	NA	NA	NA	1193.41378569895	NA	NA	NA	NA	NA	NA	NA	NA	NA	12012.2950397251	0.35688211294825	NA	NA	NA	NA	NA	NA	NA	NA	0.7137642258965	NA	NA	5.35323169422375	3.21193901653425	0.35688211294825	NA	NA	NA	21.412926776895	NA	NA	NA	NA	NA	NA	NA	4.63946746832725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7137642258965	NA	NA	NA	NA	7.8514064848615	NA	2.49817479063775	NA	NA	NA	149.533605325317	NA	NA	NA	NA	NA	NA	22.4835731157397	0.7137642258965	NA	0.7137642258965	NA	0.35688211294825	NA	NA	NA
Sample42	NA	NA	NA	NA	NA	129.568509162205	0.320941105497323	2.6592263026921	NA	NA	NA	NA	NA	NA	NA	76.8424704019305	1.19206696327577	2.61337757333534	NA	NA	NA	NA	NA	0.0916974587135208	NA	411.721589623709	NA	NA	2.01734409169746	12.3791569263253	0.0458487293567604	NA	NA	NA	NA	750.543699570168	NA	NA	NA	NA	NA	NA	3.43865470175703	0.779428399064927	NA	1.00867204584873	NA	NA	NA	NA	NA	NA	92.0642485483749	NA	NA	0.137546188070281	NA	NA	NA	NA	0.0458487293567604	NA	2.84262122011915	0.779428399064927	NA	NA	0.137546188070281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3073.60711861851	NA	62.8586079481185	0.412638564210844	NA	NA	NA	NA	0.229243646783802	NA	0.0916974587135208
Sample43	NA	9.36948549838871	NA	NA	NA	28.2511390154462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0237804200466719	NA	8.79875541726859	NA	NA	NA	NA	1.49816646294033	NA	1.18902100233359	NA	NA	62.9943327036337	NA	NA	NA	NA	NA	NA	2.42560284476053	NA	NA	0.523169241026781	NA	NA	NA	NA	NA	0.0713412601400156	NA	NA	1.14146016224025	NA	NA	NA	NA	NA	0.0237804200466719	NA	NA	12.9603289254362	NA	3.3768196466274	NA	NA	NA	NA	0.166462940326703	341.082564729414	3.70974552728081	204.511612401378	NA	NA	0.737193021446827	NA	1338.86142904767	NA	NA	1.28414268252028	NA	0.166462940326703	NA	NA	NA	NA	0.26158462051339
Sample44	NA	NA	NA	1.84471218206158	NA	621.668005354752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84471218206158	NA	1.84471218206158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84471218206158	NA	NA	NA	NA	38.7389558232932	NA	NA	NA	NA	NA	NA	NA	1.84471218206158	NA	NA	NA	5.53413654618474	NA	NA	NA	NA	NA	49218.765729585	NA	NA	NA	NA	606.91030789826	NA	77.4779116465863	1.84471218206158	NA	NA	NA	NA	NA	NA	NA
Sample45	NA	NA	NA	NA	NA	1718.51930526053	NA	NA	NA	NA	NA	1.63813569911283	NA	NA	NA	60.3523678620517	NA	3.19005372985131	0.459827564663251	NA	NA	NA	NA	NA	NA	15.5479195301762	NA	NA	0.316131450705985	4.0522304135949	NA	NA	2.06922404098463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0769711358241	NA	NA	0.574784455829064	0.114956891165813	NA	NA	0.546045233037611	NA	NA	NA	NA	0.172435336748719	NA	7.78832937648382	NA	NA	NA	NA	NA	NA	NA	13.1338248156941	NA	0.172435336748719	NA	NA	0.316131450705985	NA	21.2382856428839	NA	NA	NA	0.229913782331626	NA	NA	NA	NA
Sample46	NA	NA	NA	NA	NA	112.947247119078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21349.3585147247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.98642765685019	NA	NA	1.16440460947503	NA	105.960819462228	1.16440460947503	22.1236875800256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32880921895006	NA	NA	NA	2883.06581306018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sample47	NA	NA	NA	NA	NA	201.376415722851	NA	NA	NA	NA	NA	0.0919387075283145	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.260493004663558	NA	0.0459693537641572	36.3311125916056	129.909393737508	NA	NA	0.950033311125916	NA	0.122584943371086	NA	0.168554297135243	NA	NA	13.2085276482345	0.061292471685543	0.0306462358427715	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199200532978015	NA	NA	NA	9.50033311125916	NA	NA	3.15656229180546	2.72751499000666	NA	NA	NA	NA	1.02664890073284	0.0153231179213857	0.2145236508994	1.13391072618254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.2138574283811	0.842771485676216	NA	NA	NA	0.0306462358427715	NA	NA	NA
Sample48	NA	NA	NA	NA	NA	236.333488328838	NA	2.30019529433646	NA	NA	NA	0.262438389286711	NA	NA	NA	NA	NA	NA	40.5390123686413	0.169813075420813	NA	0.416813912396541	NA	NA	NA	NA	NA	NA	2.47000836975728	141.469729377848	NA	NA	0.231563284664745	NA	NA	NA	NA	NA	NA	0.046312656932949	NA	NA	0.247000836975728	1.25044173718962	NA	0.293313493908677	NA	NA	NA	NA	7.3482749000279	2.50088347437924	NA	NA	NA	2.28475774202548	NA	0.741002510927183	NA	NA	0.108062866176881	NA	NA	1.65181809727518	NA	NA	NA	0.957128243280945	NA	0.0771877615549149	NA	NA	NA	NA	NA	NA	0.602064540128336	NA	7.56440063238166	NA	NA	NA	NA	0.648377197061285	0.030875104621966	NA	NA	NA	NA
Sample49	35.6137761377614	NA	NA	NA	297.260147601476	158.538745387454	NA	4.88253382533825	NA	NA	NA	NA	NA	NA	NA	NA	4.02091020910209	NA	NA	NA	NA	NA	NA	NA	NA	0.861623616236162	NA	NA	8.61623616236162	NA	NA	NA	0.287207872078721	NA	NA	18.6685116851168	NA	NA	NA	NA	NA	0.287207872078721	2.01045510455105	NA	NA	NA	NA	NA	NA	NA	146.188806888069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287207872078721	14.9348093480935	NA	4.88253382533825	NA	40.7835178351783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10890.0608856089	NA	20.9661746617466	5.4569495694957	NA	0.861623616236162	NA	NA	NA	NA	NA
Sample50	NA	NA	NA	NA	NA	1658.57001414427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.48373408769448	NA	NA	8.48373408769448	NA	NA	NA	NA	NA	NA	169.67468175389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.24186704384724	NA	29.6930693069307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17900.6789250354	NA	33.9349363507779	NA	NA	NA	NA	NA	NA	NA	NA
Sample51	NA	16.4084329680062	NA	NA	NA	10.7082087899923	NA	NA	NA	NA	NA	2.65733975423447	NA	NA	NA	2.65477969666777	NA	NA	51.1228135724566	NA	NA	0.156163511568693	NA	NA	NA	NA	NA	NA	7.97201926270342	2.12075168825418	0.0568332779807373	NA	0.925716816118676	NA	NA	12.4562160965349	NA	NA	0.8376508358242	NA	1.6881019594819	NA	NA	0.0998422451012953	NA	0.650766633455109	NA	NA	NA	NA	NA	25.6215681390457	22.3221659470829	NA	NA	0.00307206908003985	NA	3.02086792870586	0.159235580648732	NA	0.0276486217203587	NA	NA	3.05158861950625	NA	NA	NA	37.617485885088	NA	0.43213771725894	NA	NA	NA	NA	NA	NA	NA	NA	32.2608214325252	NA	15.4110345400199	NA	NA	0.0588813240340972	NA	0.0276486217203587	NA	NA	NA
Sample52	NA	14.8017094017094	NA	2.2974358974359	NA	255.206837606838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.2205128205128	NA	NA	NA	NA	NA	26.3726495726496	80.1709401709402	NA	NA	0.382905982905983	NA	NA	NA	0.370940170940171	NA	NA	16.9555555555556	NA	NA	NA	NA	0.861538461538462	NA	1.25641025641026	0.634188034188034	NA	NA	NA	NA	0.347008547008547	NA	NA	0.0598290598290598	10.3863247863248	NA	NA	0.239316239316239	NA	NA	0.203418803418803	NA	NA	NA	NA	3.55384615384615	NA	NA	NA	NA	NA	NA	0.239316239316239	NA	41.174358974359	NA	NA	NA	NA	NA	NA	NA	12.6598290598291	NA	NA	0.143589743589744	NA	0.11965811965812	NA	NA	0.107692307692308
Sample53	NA	NA	NA	1.13739742086753	68.4243845252051	219.030246189918	NA	0.14443141852286	NA	NA	NA	NA	NA	0.81242672919109	NA	NA	0.992966002344666	118.126846424385	NA	NA	NA	NA	NA	0.0902696365767878	NA	3.231652989449	NA	NA	1.11934349355217	0.613833528722157	NA	NA	NA	NA	2.45533411488863	96.5524032825322	NA	NA	NA	NA	0.288862837045721	1.64290738569754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.0506447831184	0.523563892145369	NA	NA	NA	NA	0.234701055099648	NA	11.3017584994138	NA	113.234232121923	NA	NA	0.288862837045721	NA	155.570691676436	NA	NA	0.270808909730363	NA	NA	NA	NA	7.23962485345838	0.216647127784291	NA	NA	NA	NA	NA	0.74021101992966	0.14443141852286
Sample54	NA	39.4870217961472	0.0455819842633626	1.59536944921769	NA	12.287600614995	NA	NA	NA	NA	0.123722528714841	1.50420548069097	0.195351361128697	0.78791715655241	NA	NA	NA	NA	NA	NA	NA	0.130234240752465	NA	0.0260468481504929	NA	134.089174278737	NA	NA	0.22139820927919	45.9075698652437	NA	0.169304512978204	1.86886135479787	NA	NA	NA	NA	0.677218051912815	NA	NA	0.481866690784119	NA	NA	0.0325585601881161	NA	0.104187392601972	NA	NA	NA	NA	NA	0.0716288324138555	NA	NA	NA	0.175816225015827	NA	106.212535045672	NA	NA	0.0846522564891019	NA	0.0260468481504929	0.651171203762323	NA	NA	NA	2.87166500859184	NA	NA	1.58885773718007	NA	0.937686533417745	NA	0.0260468481504929	0.716288324138555	0.520936963009858	NA	NA	NA	124.757890928823	NA	NA	0.0716288324138555	NA	1.05489735009496	NA	NA	NA
Sample55	NA	NA	NA	NA	NA	26.570761326483	NA	4.19617001401214	NA	NA	0.3176085941149	1.97477814105558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0635217188229799	NA	107.910322279309	NA	NA	7.85427370387669	NA	NA	NA	0.0205511443250817	NA	NA	NA	NA	NA	NA	NA	0.0915460065390005	NA	NA	NA	NA	0.865016347501168	NA	NA	NA	NA	NA	0.0242877160205511	NA	NA	NA	2.88276506305465	NA	NA	NA	NA	5.53012610929472	NA	0.21858944418496	NA	NA	NA	NA	16.795889771135	NA	0.44091546006539	NA	NA	NA	NA	0.0224194301728164	NA	1.26109294722092	NA	NA	NA	5.27790751985054	13.528257823447	NA	0.831387202241943	NA	NA	NA	NA	NA
Sample56	NA	11.9718763417776	NA	NA	NA	338.615070845857	NA	NA	NA	NA	5.0407900386432	NA	0.630098754830399	1.76427651352512	NA	NA	2.26835551738944	NA	0.630098754830399	NA	NA	0.12601975096608	NA	NA	NA	3134.99334478317	NA	NA	1.00815800772864	2.5203950193216	0.37805925289824	NA	1.51223701159296	NA	NA	158.532846715328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.18312580506655	NA	NA	1.13417775869472	NA	NA	NA	NA	NA	NA	NA	1.51223701159296	NA	11.8458565908115	NA	12.2239158437097	NA	NA	0.882138256762559	NA	1195.9274366681	NA	NA	NA	NA	NA	1.8902962644912	NA	10.3336195792185	66.0343495062259	NA	NA	NA	NA	NA	NA	NA
Sample57	144.961042852862	36.9508540605334	NA	NA	NA	29202.5442013785	NA	NA	NA	NA	NA	NA	NA	2.8423733892718	NA	NA	NA	8.5271201678154	NA	NA	NA	NA	NA	NA	NA	8700.50494456098	NA	NA	2.8423733892718	NA	NA	NA	NA	NA	NA	14.211866946359	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.6847467785436	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8423733892718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8423733892718	NA	NA	NA	122.222055738687	NA	NA	NA	NA	NA	NA	NA	NA	39.7932274498052	NA	NA	NA	NA	NA	NA	NA	NA
Sample58	NA	NA	NA	NA	NA	10.659757029989	NA	0.830770537762297	NA	NA	NA	NA	NA	NA	NA	NA	13.0010194545918	2.39520856341857	16.6046215274828	0.302098377368108	NA	NA	4.72568176025826	NA	NA	587.095828731629	NA	NA	0.215784555262934	1.4781242035511	NA	NA	7.05615495709795	NA	0.172627644210347	13.6160054370912	NA	NA	NA	0.0647353665788803	2.55704697986577	NA	NA	NA	NA	3.22597910118087	NA	NA	NA	0.453147566052162	NA	NA	NA	NA	4.20779882762722	0.377622971710135	NA	40.5243394783791	NA	NA	3.77622971710135	NA	NA	4.6177894826268	NA	NA	NA	12.6018180273554	NA	NA	NA	NA	NA	NA	NA	10.7568600798573	NA	NA	NA	17.5109166595871	14.5223005691955	NA	0.0107892277631467	0.463936793815309	0.0215784555262934	NA	NA	NA	NA
Sample59	NA	NA	NA	NA	945.185578535495	2392.69424259363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.475684740078256	NA	NA	NA	680.704863051984	NA	NA	0.713527110117384	12.1299608719955	0.475684740078256	NA	NA	0.475684740078256	NA	486.863331470095	NA	1.18921185019564	5.23253214086082	NA	NA	NA	0.951369480156512	NA	NA	NA	NA	NA	NA	NA	82.2934600335383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.237842370039128	1.42705422023477	NA	NA	NA	11.8921185019564	NA	NA	NA	NA	NA	NA	NA	1.42705422023477	NA	NA	84.1961989938513	NA	33.535774175517	7.84879821129122	NA	NA	NA	NA	NA	NA	NA
Sample60	NA	12.6204172574438	NA	NA	NA	51.579096617379	NA	NA	NA	NA	NA	2.56066437107555	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.365809195867936	NA	NA	NA	4205.15961109986	NA	NA	7.49908851529269	NA	0.365809195867936	NA	NA	NA	17.193032205793	NA	NA	NA	NA	NA	0.182904597933968	NA	NA	NA	NA	0.365809195867936	NA	NA	NA	NA	NA	0.182904597933968	NA	NA	NA	2.01195057727365	NA	NA	NA	NA	NA	0.182904597933968	NA	NA	NA	NA	NA	10.0597528863682	NA	0.365809195867936	0.731618391735872	NA	NA	NA	NA	2.19485517520762	NA	1.82904597933968	NA	NA	6.76747012355682	9.1452298966984	NA	0.182904597933968	NA	2.37775977314158	NA	NA	0.182904597933968
Sample61	NA	NA	NA	NA	NA	2525.8024795125	NA	3.49880927365693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.120648595643342	NA	NA	NA	NA	NA	NA	0.458464663444701	137.756566505568	0.530853820830707	NA	NA	NA	NA	154.550851019122	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.265426910415353	NA	NA	NA	NA	NA	0.144778314772011	NA	NA	NA	3.57119843104294	NA	4.19857112838832	NA	NA	0.0241297191286685	NA	NA	1.7614694963928	NA	7.02174826644253	NA	NA	NA	0.0723891573860055	NA	NA	NA	NA	0.748021292988723	NA	0.603242978216712	4.60877635357568	0.120648595643342	NA	NA	NA	NA	NA	NA	NA	0.941059046018071	NA	NA
Sample62	133.967877731599	NA	NA	NA	NA	357.706019573669	NA	0.752996380211825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.03887920632793	NA	NA	NA	NA	NA	24.979836439201	1976.35358627162	NA	NA	19.414211020244	9.42882423917415	0.425606649684944	NA	9.19965142780534	NA	NA	0.687518434106449	NA	NA	0.032738973052688	0.032738973052688	NA	NA	NA	0.065477946105376	4.15784957769138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16369486526344	NA	NA	0.32738973052688	NA	NA	0.360128703579568	NA	1.47325378737096	NA	NA	0.261911784421504	10.3782544577021	NA	0.229172811368816	NA	NA	NA	NA	NA	NA	NA	NA	24.1613621128838	NA	22.9500201099343	6.08944898779997	NA	NA	NA	1.99707735621397	NA	NA	0.229172811368816
Sample63	NA	12.9922699692461	NA	NA	NA	26.811320754717	NA	0.177167317762447	NA	NA	0.455573102817721	0.0084365389410689	NA	NA	NA	NA	NA	NA	NA	NA	0.506192336464134	NA	NA	NA	NA	NA	NA	NA	4.00735599700773	378.319715734353	NA	NA	0.0337461557642756	NA	NA	20.5260992436206	NA	NA	NA	NA	7.85441775413515	NA	0.22778655140886	NA	NA	NA	NA	NA	NA	NA	NA	17.8348433214197	NA	NA	NA	0.750851965755133	NA	NA	NA	NA	NA	NA	NA	3.6361482836007	NA	NA	NA	75.4901504446846	NA	NA	2.73343861690633	NA	134.453121103815	NA	NA	0.733978887872995	0.742415426814064	NA	NA	0.506192336464134	NA	NA	NA	0.202476934585654	NA	NA	NA	NA	NA
Sample64	NA	19.6143636176561	NA	NA	350.763247247659	2512.37740508283	NA	NA	NA	NA	4.72970470212985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.1753266797	NA	NA	0.973762732791439	NA	0.208663442741023	NA	1.18242617553246	NA	NA	83.6044860582364	NA	NA	NA	NA	9.87673628974174	NA	NA	NA	NA	0.0695544809136742	NA	NA	NA	NA	NA	0.0695544809136742	NA	NA	NA	0.347772404568371	NA	NA	0.417326885482045	NA	0.0695544809136742	NA	NA	85.9693384093014	NA	7.92921082415886	NA	3.75594196933841	NA	NA	0.139108961827348	NA	26.2915937853689	NA	NA	NA	NA	NA	NA	NA	9.32030044243235	1.46064409918716	NA	0.0695544809136742	NA	0.48688136639572	NA	NA	NA
Sample65	NA	NA	NA	NA	NA	937.443528625529	NA	2.16529293829361	NA	NA	NA	NA	NA	0.497215415460013	NA	NA	0.625529071062597	NA	NA	NA	NA	NA	NA	0.0801960347516151	NA	NA	NA	NA	0.368901759857429	NA	NA	NA	2.27756738694587	NA	NA	NA	NA	NA	NA	0.032078413900646	NA	NA	1.3954110046781	0.048117620850969	NA	2.77478280240588	NA	NA	NA	NA	NA	NA	49.3526397861439	NA	NA	NA	NA	NA	NA	NA	0.32078413900646	0.016039206950323	1.76431276453553	6.4156827801292	NA	NA	NA	18.7017153040766	NA	NA	0.0962352417019381	NA	NA	0.016039206950323	NA	0.128313655602584	NA	NA	224.613054132323	NA	31.4208064156828	4.44286032523947	NA	NA	NA	NA	NA	NA	NA
Sample66	NA	NA	NA	NA	NA	477.762474838436	NA	1.73747218985062	NA	NA	0.0211886852420807	NA	NA	NA	NA	0.0741603983472826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23540629303952	NA	0.0741603983472826	NA	NA	NA	NA	49.4120139845323	NA	0.0211886852420807	NA	NA	NA	NA	NA	NA	8.1894268460642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0529717131052018	NA	NA	NA	NA	0.0529717131052018	NA	NA	2.11886852420807	NA	2.14005720945015	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67390613412438	NA	15.8067591905922	NA	NA	17.2158067591906	3.6232651763958	NA	NA	NA	3.55969912066956	NA	NA	NA
Sample67	NA	19.9115653463249	NA	NA	NA	277.189949163313	NA	0.0523988561745393	NA	NA	NA	NA	NA	0.209595424698157	NA	NA	0.157196568523618	NA	NA	0.261994280872696	NA	0.366791993221775	NA	NA	NA	NA	NA	NA	NA	NA	1.15277483583986	NA	0.104797712349079	NA	14.1476911671256	NA	NA	NA	NA	NA	0.366791993221775	NA	NA	0.681185130269011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.366791993221775	NA	NA	NA	NA	0.209595424698157	NA	0.785982842618089	NA	1610.58364223681	NA	NA	1.62436454141072	0.576387417919932	NA	0.157196568523618	NA	250.728526795171	15.9292522770599	NA	NA	0.681185130269011	NA	NA	NA	10.4273723787333	0.995578267316247	NA	NA	NA	NA	NA	NA	NA
Sample68	NA	10.743458838545	NA	NA	NA	325.278876834716	NA	NA	NA	NA	NA	0.661135928525846	NA	0.330567964262923	NA	NA	1.15698787492023	NA	NA	NA	NA	0.330567964262923	NA	0.165283982131461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.28908742820676	NA	NA	NA	0.330567964262923	1.15698787492023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.94192724952138	NA	NA	NA	NA	NA	19.9993618379068	0.495851946394384	NA	NA	0.165283982131461	0.165283982131461	9.4211869814933	NA	NA	0.330567964262923	NA	NA	NA	NA	NA	19.1729419272495	NA	NA	0.165283982131461	NA	NA	1238.63816209317	NA	14.2144224633057	20.1646458200383	NA	0.330567964262923	NA	NA	NA	NA	NA
Sample69	0.208234985575662	45.4472856018883	NA	NA	NA	1282.72751114608	NA	NA	NA	NA	NA	0.312352478363493	NA	NA	NA	NA	NA	NA	7.39234198793601	NA	NA	0.46852871754524	NA	NA	NA	NA	NA	NA	0.780881195908733	4.73734592184632	0.312352478363493	NA	2.65499606608969	NA	NA	718.87922895358	NA	NA	NA	NA	0.780881195908733	NA	0.676763703120902	0.0520587463939155	NA	NA	NA	NA	NA	NA	20.1467348544453	10.7761605035405	NA	NA	NA	2.18646734854445	NA	NA	NA	NA	NA	NA	NA	6.97587201678468	NA	NA	NA	79.9622344610543	NA	0.104117492787831	1.87411487018096	NA	20.4070285864149	NA	NA	0.260293731969578	NA	0.364411224757409	0.46852871754524	NA	18.3767374770522	2.03029110936271	NA	NA	NA	NA	NA	NA	NA
