"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Feature74"	"Metadata_1"	"1"	"Metadata_11"	0.599583830897621	0	0.440843564411833	0.19530341896416	0.908064888861406	0.35246341246923	0.994002918070798	NA	"abundance"	100	20
"Feature83"	"Metadata_5"	"1"	"Metadata_51"	3.7003431293315	0	2.71536868424295	0.189771563045383	0.908064888861406	0.341269179301414	0.994002918070798	NA	"abundance"	100	24
"Feature99"	"Metadata_5"	"1"	"Metadata_51"	0.30085541222525	0	0.207960921877874	0.181896739870071	0.908064888861406	0.330707055764782	0.994002918070798	NA	"abundance"	100	15
"Feature14"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.744585664042052	0	0.558518070393937	0.182484170827541	0.908064888861406	0.182484170827541	0.806772123658601	NA	"prevalence"	100	2
"Feature24"	"Metadata_1"	"1"	"Metadata_11"	0.782509316537754	0	0.602684809095195	0.194159401671153	0.908064888861406	0.350620930085006	0.994002918070798	NA	"prevalence"	100	13
"Feature45"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.33956780942181	0	0.261949155649351	0.194868048101077	0.908064888861406	0.351762540031431	0.994002918070798	NA	"prevalence"	100	47
"Feature55"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.623027418412704	0	0.481362501388145	0.195561864644497	0.908064888861406	0.195561864644497	0.8467627128937	NA	"prevalence"	100	5
"Feature67"	"Metadata_1"	"1"	"Metadata_11"	-0.543190020504862	0	0.414429766591583	0.189961646125917	0.908064888861406	0.00229610280340975	0.0321454392477365	NA	"prevalence"	100	46
"Feature69"	"Metadata_2"	"1"	"Metadata_21"	0.648081437224488	0	0.500939559397497	0.195758077570957	0.908064888861406	0.353194930207636	0.994002918070798	NA	"prevalence"	100	28
"Feature83"	"Metadata_5"	"1"	"Metadata_51"	-0.618063135505855	0	0.469869356092857	0.188377661286614	0.908064888861406	0.341269179301414	0.994002918070798	NA	"prevalence"	100	24
"Feature93"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.277574680004893	0	0.211968081803588	0.190361082175323	0.908064888861406	0.344484822743685	0.994002918070798	NA	"prevalence"	100	51
"Feature64"	"Metadata_2"	"1"	"Metadata_21"	-0.544465778396666	0	0.423537401094521	0.198610650074711	0.91539139361357	0.357775109826322	0.994002918070798	NA	"prevalence"	100	32
"Feature15"	"Metadata_1"	"1"	"Metadata_11"	1.37723204199057	0	1.05454868726282	0.214192630947174	0.930191091255167	0.382506778742276	0.994002918070798	NA	"abundance"	100	19
"Feature24"	"Metadata_2"	"1"	"Metadata_21"	1.19569766183666	0	0.87674319550899	0.214863611715384	0.930191091255167	0.383560851791388	0.994002918070798	NA	"abundance"	100	13
"Feature33"	"Metadata_2"	"1"	"Metadata_21"	-0.495200990915164	0	0.403640496003936	0.223394881023831	0.930191091255167	0.396884489180011	0.994002918070798	NA	"abundance"	100	88
"Feature37"	"Metadata_1"	"1"	"Metadata_11"	0.789401428492018	0	0.643573574194573	0.225108831541584	0.930191091255167	0.305098945437882	0.994002918070798	NA	"abundance"	100	62
"Feature40"	"Metadata_2"	"1"	"Metadata_21"	1.1738348117612	0	0.957589844318689	0.224688411921727	0.930191091255167	0.398891941391546	0.994002918070798	NA	"abundance"	100	71
"Feature51"	"Metadata_1"	"1"	"Metadata_11"	0.627904203573888	0	0.504668222635328	0.219116875004634	0.930191091255167	0.17872897179558	0.798576256958976	NA	"abundance"	100	57
"Feature64"	"Metadata_1"	"1"	"Metadata_11"	-1.6665192134545	0	1.32919681327022	0.221078987753407	0.930191091255167	0.393282056680743	0.994002918070798	NA	"abundance"	100	32
"Feature71"	"Metadata_2"	"1"	"Metadata_21"	-0.551567624276804	0	0.437410534843831	0.211561701498165	0.930191091255167	0.378365049455532	0.994002918070798	NA	"abundance"	100	75
"Feature75"	"Metadata_5"	"1"	"Metadata_51"	-0.611924909110127	0	0.46753963634548	0.217278920044575	0.930191091255167	0.387347710993414	0.994002918070798	NA	"abundance"	100	17
"Feature93"	"Metadata_5"	"1"	"Metadata_51"	-0.831587389528766	0	0.67585674759348	0.224933275083186	0.930191091255167	0.399271571926723	0.994002918070798	NA	"abundance"	100	51
"Feature97"	"Metadata_2"	"1"	"Metadata_21"	1.02241223103066	0	0.789795294245977	0.210995610359028	0.930191091255167	0.377472073127277	0.994002918070798	NA	"abundance"	100	25
"Feature97"	"Metadata_5"	"1"	"Metadata_51"	-0.957091382706506	0	0.762770196319989	0.224782659516076	0.930191091255167	0.399038075013032	0.994002918070798	NA	"abundance"	100	25
"Feature3"	"Metadata_5"	"1"	"Metadata_51"	0.820309371120894	0	0.673267991002837	0.223072202064592	0.930191091255167	0.396383196795238	0.994002918070798	NA	"prevalence"	100	40
"Feature44"	"Metadata_5"	"1"	"Metadata_51"	-0.745609856187922	0	0.59824513721402	0.21264388531331	0.930191091255167	0.38007034866548	0.994002918070798	NA	"prevalence"	100	13
"Feature66"	"Metadata_1"	"1"	"Metadata_11"	-1.32795356715075	0	1.05675146303733	0.208884911917087	0.930191091255167	0.208884911917087	0.867460916983423	NA	"prevalence"	100	3
"Feature80"	"Metadata_5"	"1"	"Metadata_51"	-0.627840564796402	0	0.493637950422891	0.203421281563228	0.930191091255167	0.36546234533363	0.994002918070798	NA	"prevalence"	100	41
"Feature96"	"Metadata_5"	"1"	"Metadata_51"	-1.04987389675257	0	0.864613902118678	0.22464500239556	0.930191091255167	0.22464500239556	0.895082444020885	NA	"prevalence"	100	5
"Feature61"	"Metadata_1"	"1"	"Metadata_11"	-1.63892584137012	0	1.16536074297819	0.232344879496816	0.941354917187985	0.410705615965241	0.994002918070798	NA	"abundance"	100	10
"Feature76"	"Metadata_2"	"1"	"Metadata_21"	-0.666340796031509	0	0.555919993450473	0.234603294055625	0.941354917187985	0.414167882529499	0.994002918070798	NA	"abundance"	100	78
"Feature80"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.450805592673167	0	0.373524177290093	0.235565344309731	0.941354917187985	0.296242660883057	0.994002918070798	NA	"abundance"	100	41
"Feature84"	"Metadata_2"	"1"	"Metadata_21"	1.50663967458764	0	1.18559188194019	0.235666043245949	0.941354917187985	0.01708640558556	0.163097507862164	NA	"abundance"	100	15
"Feature88"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.550205105200716	0	0.451120583644175	0.229248696937234	0.941354917187985	0.405942428827049	0.994002918070798	NA	"abundance"	100	49
"Feature56"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.338024872898787	0	0.281871900318601	0.230444546535898	0.941354917187985	0.0141844967969754	0.148920786412731	NA	"prevalence"	100	23
"Feature82"	"Metadata_1"	"1"	"Metadata_11"	3.89568413585495	0	3.251886739276	0.241336989417143	0.95303311120228	8.49649160625791e-07	6.18310268290853e-05	NA	"abundance"	100	33
"Feature100"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.348995694211369	0	0.297843753665241	0.241301115456915	0.95303311120228	0.424376002593078	0.997486081130436	NA	"prevalence"	100	13
"Feature62"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.265797787736359	0	0.227450395001031	0.242566146522972	0.95303311120228	0.426293957606941	0.997486081130436	NA	"prevalence"	100	71
"Feature62"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.379099837989593	0	0.323182008067083	0.245067490431589	0.957627856632132	0.43007690599674	0.997486081130436	NA	"abundance"	100	71
"Feature24"	"Metadata_1"	"1"	"Metadata_11"	-1.12622051776911	0	0.905561348482342	0.253652639932874	0.961291345869234	0.350620930085006	0.994002918070798	NA	"abundance"	100	13
"Feature47"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.31014686380558	0	0.266267869349286	0.253931126502922	0.961291345869234	0.443381235998801	0.997486081130436	NA	"abundance"	100	34
"Feature5"	"Metadata_1"	"1"	"Metadata_11"	1.85568487716517	0	1.46167773329351	0.26012186980775	0.961291345869234	0.21069548987737	0.867460916983423	NA	"abundance"	100	11
"Feature59"	"Metadata_2"	"1"	"Metadata_21"	-0.760581653966116	0	0.612819650302837	0.25453847548403	0.961291345869234	0.444287115466326	0.997486081130436	NA	"abundance"	100	13
"Feature61"	"Metadata_2"	"1"	"Metadata_21"	3.57851622966988	0	2.72942139713808	0.260027085995394	0.961291345869234	0.32089797844418	0.994002918070798	NA	"abundance"	100	10
"Feature86"	"Metadata_1"	"1"	"Metadata_11"	-1.09972175334522	0	0.930335300815723	0.24979725149632	0.961291345869234	0.135411743926031	0.726764213850758	NA	"abundance"	100	28
"Feature35"	"Metadata_5"	"1"	"Metadata_51"	-0.456329792867635	0	0.405421170386972	0.260347691295624	0.961291345869234	0.452914462228287	0.997486081130436	NA	"prevalence"	100	49
"Feature37"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.246602682514698	0	0.219258856934977	0.260711839283033	0.961291345869234	0.453453015423724	0.997486081130436	NA	"prevalence"	100	62
"Feature47"	"Metadata_2"	"1"	"Metadata_21"	0.481301096467174	0	0.418447978230568	0.25005930991723	0.961291345869234	0.437588961358179	0.997486081130436	NA	"prevalence"	100	34
"Feature5"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.383736612706428	0	0.334160044706576	0.250819258417124	0.961291345869234	0.438728216441332	0.997486081130436	NA	"prevalence"	100	11
"Feature52"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.671394025144646	0	0.592680785681679	0.257294544139108	0.961291345869234	0.257294544139108	0.947927267880924	NA	"prevalence"	100	2
"Feature43"	"Metadata_2"	"1"	"Metadata_21"	-1.31426127752701	0	1.09375339309848	0.263877667291696	0.968000218279231	0.458123911288085	0.997486081130436	NA	"abundance"	100	14
"Feature15"	"Metadata_1"	"1"	"Metadata_11"	0.608044075535645	0	0.545790560198593	0.265252941084194	0.968105911875813	0.382506778742276	0.994002918070798	NA	"prevalence"	100	19
"Feature58"	"Metadata_1"	"1"	"Metadata_11"	0.617651055085192	0	0.558827968924073	0.274134013179691	0.968579193581085	0.000188517240083087	0.00465748475499392	NA	"abundance"	100	58
"Feature58"	"Metadata_5"	"1"	"Metadata_51"	-0.572760311478241	0	0.52190757632006	0.2775066952402	0.968579193581085	0.478003424577262	0.997486081130436	NA	"abundance"	100	58
"Feature65"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.51955115741864	0	0.467143912375883	0.27551627021166	0.968579193581085	0.475123325271976	0.997486081130436	NA	"abundance"	100	34
"Feature74"	"Metadata_2"	"1"	"Metadata_21"	-0.492604284798794	0	0.43291152784294	0.274267164334752	0.968579193581085	0.473311851237278	0.997486081130436	NA	"abundance"	100	20
"Feature3"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.316355693568674	0	0.291058930516255	0.27707532393371	0.968579193581085	0.477379912734449	0.997486081130436	NA	"prevalence"	100	40
"Feature38"	"Metadata_2"	"1"	"Metadata_21"	0.919930962320463	0	0.833238102059997	0.269574345520789	0.968579193581085	0.269574345520789	0.972741371080479	NA	"prevalence"	100	5
"Feature42"	"Metadata_2"	"1"	"Metadata_21"	0.642279752346541	0	0.588422345497024	0.27504040413678	0.968579193581085	0.0141682631529441	0.148920786412731	NA	"prevalence"	100	12
"Feature54"	"Metadata_2"	"1"	"Metadata_21"	0.903483981680287	0	0.829630766464677	0.276145340210192	0.968579193581085	0.276145340210192	0.972741371080479	NA	"prevalence"	100	5
"Feature76"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.267936870883087	0	0.245112304982322	0.274341638699649	0.968579193581085	0.139403297017746	0.731867309343167	NA	"prevalence"	100	78
"Feature27"	"Metadata_1"	"1"	"Metadata_11"	0.794649130627777	0	0.733854781579027	0.278878347162103	0.96866440391088	0.47998356180834	0.997486081130436	NA	"prevalence"	100	7
"Feature24"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.659202909792499	0	0.563388489019788	0.280263946266151	0.968797006564244	0.294952122423794	0.994002918070798	NA	"abundance"	100	13
"Feature81"	"Metadata_1"	"1"	"Metadata_11"	0.8829834743316	0	0.820508695774274	0.2818639694334	0.969666000108205	0.484280641602048	0.997486081130436	NA	"prevalence"	100	6
"Feature10"	"Metadata_5"	"1"	"Metadata_51"	0.595313089919405	0	0.649376449467602	0.36573307567815	0.971806462628184	0.597705468711301	0.997486081130436	NA	"abundance"	100	40
"Feature18"	"Metadata_1"	"1"	"Metadata_11"	0.939919361201103	0	1.0211890831955	0.377098752535832	0.971806462628184	0.0753594856327263	0.545706620099052	NA	"abundance"	100	17
"Feature21"	"Metadata_5"	"1"	"Metadata_51"	-0.865764533245067	0	0.806629762962824	0.293382975802794	0.971806462628184	0.500692381114685	0.997486081130436	NA	"abundance"	100	31
"Feature24"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.338094143891776	0	0.353527253924857	0.370751693247321	0.971806462628184	0.604046568448886	0.997486081130436	NA	"abundance"	100	13
"Feature3"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.137930048510869	0	0.140621180473251	0.333588936217934	0.971806462628184	0.477379912734449	0.997486081130436	NA	"abundance"	100	40
"Feature37"	"Metadata_5"	"1"	"Metadata_51"	-0.590047028951234	0	0.631703687850206	0.35428489099386	0.971806462628184	0.051360849941217	0.422971705398257	NA	"abundance"	100	62
"Feature39"	"Metadata_2"	"1"	"Metadata_21"	1.20123010220627	0	1.17751775638682	0.319272541024422	0.971806462628184	0.536610126596653	0.997486081130436	NA	"abundance"	100	27
"Feature43"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.640667958672051	0	0.563121331274345	0.288166512723696	0.971806462628184	0.493293086392056	0.997486081130436	NA	"abundance"	100	14
"Feature5"	"Metadata_2"	"1"	"Metadata_21"	2.04042849138141	0	1.85308691036493	0.32101634683643	0.971806462628184	0.538981198736653	0.997486081130436	NA	"abundance"	100	11
"Feature51"	"Metadata_5"	"1"	"Metadata_51"	-0.497588994839486	0	0.493904467816007	0.318469936293325	0.971806462628184	0.535516772263976	0.997486081130436	NA	"abundance"	100	57
"Feature58"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.306260062468066	0	0.304457961508361	0.31911259552447	0.971806462628184	0.157480093709021	0.778136933621043	NA	"abundance"	100	58
"Feature58"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.270577634310808	0	0.270233812065573	0.321331883946068	0.971806462628184	0.225901759681462	0.895082444020885	NA	"abundance"	100	58
"Feature59"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.349970860107224	0	0.325202243036483	0.317539839907222	0.971806462628184	0.319746756815101	0.994002918070798	NA	"abundance"	100	13
"Feature6"	"Metadata_2"	"1"	"Metadata_21"	1.01273831698891	0	0.855942785246335	0.358321057349958	0.971806462628184	0.588248134559524	0.997486081130436	NA	"abundance"	100	8
"Feature65"	"Metadata_5"	"1"	"Metadata_51"	0.70930361773469	0	0.787191454873403	0.37524393594357	0.971806462628184	0.609679860424718	0.997486081130436	NA	"abundance"	100	34
"Feature67"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.341485085291354	0	0.356904156489868	0.344416752505834	0.971806462628184	0.570210605605003	0.997486081130436	NA	"abundance"	100	46
"Feature69"	"Metadata_1"	"1"	"Metadata_11"	-1.02351789619468	0	1.10495501732166	0.364341748585117	0.971806462628184	0.595938587408174	0.997486081130436	NA	"abundance"	100	28
"Feature71"	"Metadata_5"	"1"	"Metadata_51"	0.40585500879506	0	0.437515848762769	0.356830529847992	0.971806462628184	0.586333032664386	0.997486081130436	NA	"abundance"	100	75
"Feature82"	"Metadata_2"	"1"	"Metadata_21"	1.00856744169828	0	1.11284725413428	0.372797348571532	0.971806462628184	0.6066168340411	0.997486081130436	NA	"abundance"	100	33
"Feature85"	"Metadata_1"	"1"	"Metadata_11"	-0.483738489844929	0	0.537508451821201	0.375306908352349	0.971806462628184	0.609758541247699	0.997486081130436	NA	"abundance"	100	36
"Feature85"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.326766640682073	0	0.312625035870942	0.304263687367894	0.971806462628184	0.502599140380996	0.997486081130436	NA	"abundance"	100	36
"Feature85"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.261200002199766	0	0.279125589154471	0.356858944252193	0.971806462628184	0.586369582411597	0.997486081130436	NA	"abundance"	100	36
"Feature89"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-1.26208893993412	0	1.16376118665056	0.31978897616732	0.971806462628184	0.537312963056497	0.997486081130436	NA	"abundance"	100	12
"Feature89"	"Metadata_5"	"1"	"Metadata_51"	-1.98271947071112	0	1.72740483430674	0.294746672072832	0.971806462628184	0.502617743447654	0.997486081130436	NA	"abundance"	100	12
"Feature91"	"Metadata_1"	"1"	"Metadata_11"	-0.318966081139723	0	0.307039623311458	0.302306279511581	0.971806462628184	0.513223472391028	0.997486081130436	NA	"abundance"	100	79
"Feature91"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.143815017259843	0	0.156210052396475	0.360264897633945	0.971806462628184	0.590738998800693	0.997486081130436	NA	"abundance"	100	79
"Feature95"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.320870422209757	0	0.31999188732418	0.322164942360434	0.971806462628184	0.014805155490318	0.148920786412731	NA	"abundance"	100	45
"Feature98"	"Metadata_3"	"Metadata_3"	"Metadata_3"	2.91510352859556	0	1.41241513160948	0.287232709882606	0.971806462628184	0.491962790138707	0.997486081130436	NA	"abundance"	100	7
"Feature14"	"Metadata_1"	"1"	"Metadata_11"	-1.134995991019	0	1.1602771907969	0.327969943048737	0.971806462628184	0.327969943048737	0.994002918070798	NA	"prevalence"	100	2
"Feature14"	"Metadata_2"	"1"	"Metadata_21"	0.996946573752509	0	1.12027024176726	0.373510914655238	0.971806462628184	0.373510914655238	0.994002918070798	NA	"prevalence"	100	2
"Feature14"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.475032916444442	0	0.516570770124085	0.35778745723412	0.971806462628184	0.35778745723412	0.994002918070798	NA	"prevalence"	100	2
"Feature16"	"Metadata_1"	"1"	"Metadata_11"	0.474444187581884	0	0.493119449331767	0.335985149676302	0.971806462628184	0.559084278549597	0.997486081130436	NA	"prevalence"	100	29
"Feature18"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.265434598861415	0	0.279052600029197	0.341503284566885	0.971806462628184	0.566382075763799	0.997486081130436	NA	"prevalence"	100	17
"Feature18"	"Metadata_5"	"1"	"Metadata_51"	-0.532327310784346	0	0.537947555969389	0.322392931464566	0.971806462628184	0.540848660670816	0.997486081130436	NA	"prevalence"	100	17
"Feature20"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.233363854343537	0	0.244928027227073	0.340698800838525	0.971806462628184	0.565321928784241	0.997486081130436	NA	"prevalence"	100	21
"Feature21"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.203662443546432	0	0.226050818761023	0.367610298379887	0.971806462628184	0.600083265284825	0.997486081130436	NA	"prevalence"	100	31
"Feature21"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.217861725160927	0	0.218449673642292	0.318614769567122	0.971806462628184	0.274547640375134	0.972741371080479	NA	"prevalence"	100	31
"Feature26"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.268741237433534	0	0.273079542665095	0.325059758648259	0.971806462628184	0.544455670604054	0.997486081130436	NA	"prevalence"	100	22
"Feature30"	"Metadata_1"	"1"	"Metadata_11"	0.40891903989679	0	0.414489068204032	0.323857553742199	0.971806462628184	0.542831392368517	0.997486081130436	NA	"prevalence"	100	58
"Feature30"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.195094030867221	0	0.207790967372671	0.347784333974409	0.971806462628184	0.574614724990795	0.997486081130436	NA	"prevalence"	100	58
"Feature34"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.202281354373949	0	0.204739509969423	0.323155713569497	0.971806462628184	0.541881811926383	0.997486081130436	NA	"prevalence"	100	47
"Feature40"	"Metadata_2"	"1"	"Metadata_21"	-0.456164512239048	0	0.43223227510997	0.29125662856975	0.971806462628184	0.398891941391546	0.994002918070798	NA	"prevalence"	100	71
"Feature44"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.253400340014817	0	0.275790394209408	0.358192366235657	0.971806462628184	0.221227021483625	0.893416817530024	NA	"prevalence"	100	13
"Feature47"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.222927012621077	0	0.224986742025343	0.321761219514014	0.971806462628184	0.443381235998801	0.997486081130436	NA	"prevalence"	100	34
"Feature51"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.198565740647232	0	0.223434223633404	0.374164941960716	0.971806462628184	0.608330480128966	0.997486081130436	NA	"prevalence"	100	57
"Feature52"	"Metadata_1"	"1"	"Metadata_11"	1.06777289189994	0	1.09629691877198	0.330065736491848	0.971806462628184	0.330065736491848	0.994002918070798	NA	"prevalence"	100	2
"Feature52"	"Metadata_2"	"1"	"Metadata_21"	-1.03925000409751	0	1.0935052060864	0.34191710010061	0.971806462628184	0.34191710010061	0.994002918070798	NA	"prevalence"	100	2
"Feature55"	"Metadata_1"	"1"	"Metadata_11"	-0.855412481769911	0	0.843941399322965	0.310777345950567	0.971806462628184	0.310777345950567	0.994002918070798	NA	"prevalence"	100	5
"Feature55"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.363007490695654	0	0.410549626225294	0.376588900974037	0.971806462628184	0.376588900974037	0.994002918070798	NA	"prevalence"	100	5
"Feature56"	"Metadata_5"	"1"	"Metadata_51"	-0.562164699167225	0	0.536582300472766	0.294787650222816	0.971806462628184	0.502675541721743	0.997486081130436	NA	"prevalence"	100	23
"Feature60"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.561565672582521	0	0.584399386746972	0.336588423852279	0.971806462628184	0.336588423852279	0.994002918070798	NA	"prevalence"	100	2
"Feature61"	"Metadata_1"	"1"	"Metadata_11"	-0.649793248863151	0	0.653546280932893	0.320097552580516	0.971806462628184	0.410705615965241	0.994002918070798	NA	"prevalence"	100	10
"Feature61"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.315167497823842	0	0.326933211446483	0.335039972831861	0.971806462628184	0.210231265142879	0.867460916983423	NA	"prevalence"	100	10
"Feature61"	"Metadata_5"	"1"	"Metadata_51"	0.698855688431026	0	0.6541396365489	0.285358796638063	0.971806462628184	0.489287950457403	0.997486081130436	NA	"prevalence"	100	10
"Feature63"	"Metadata_3"	"Metadata_3"	"Metadata_3"	0.400700849361618	0	0.452067265435222	0.375415811583318	0.971806462628184	0.375415811583318	0.994002918070798	NA	"prevalence"	100	3
"Feature65"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.208176575294984	0	0.21985294388119	0.343694784827871	0.971806462628184	0.569263464537866	0.997486081130436	NA	"prevalence"	100	34
"Feature71"	"Metadata_5"	"1"	"Metadata_51"	-0.446393738589166	0	0.494333557850625	0.366514583400818	0.971806462628184	0.586333032664386	0.997486081130436	NA	"prevalence"	100	75
"Feature72"	"Metadata_1"	"1"	"Metadata_11"	0.97768281817247	0	1.09760972509902	0.373069681558397	0.971806462628184	0.373069681558397	0.994002918070798	NA	"prevalence"	100	2
"Feature74"	"Metadata_2"	"1"	"Metadata_21"	0.442424010561776	0	0.483465370170624	0.36013386872963	0.971806462628184	0.473311851237278	0.997486081130436	NA	"prevalence"	100	20
"Feature78"	"Metadata_1"	"1"	"Metadata_11"	1.14445897085165	0	1.11060142028133	0.302782024119946	0.971806462628184	0.302782024119946	0.994002918070798	NA	"prevalence"	100	2
"Feature78"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.537681083033765	0	0.580861947748777	0.354622332351444	0.971806462628184	0.354622332351444	0.994002918070798	NA	"prevalence"	100	2
"Feature8"	"Metadata_1"	"1"	"Metadata_11"	1.05653173506102	0	1.10666608782921	0.339730517298701	0.971806462628184	0.564044210213359	0.997486081130436	NA	"prevalence"	100	98
"Feature82"	"Metadata_4"	"Metadata_4"	"Metadata_4"	-0.27194858703415	0	0.291675281732622	0.351146574866966	0.971806462628184	0.57898923269313	0.997486081130436	NA	"prevalence"	100	33
"Feature85"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.226984301688553	0	0.216630636275353	0.294733483271038	0.971806462628184	0.502599140380996	0.997486081130436	NA	"prevalence"	100	36
"Feature89"	"Metadata_1"	"1"	"Metadata_11"	0.588966844522511	0	0.611719673996268	0.335645322308171	0.971806462628184	0.558632862228986	0.997486081130436	NA	"prevalence"	100	12
"Feature95"	"Metadata_1"	"1"	"Metadata_11"	0.405566309654634	0	0.442393617569707	0.359271335742321	0.971806462628184	0.128973813788745	0.722253357216971	NA	"prevalence"	100	45
"Feature95"	"Metadata_2"	"1"	"Metadata_21"	0.397674355388518	0	0.429924511200504	0.35497294607852	0.971806462628184	0.583940099709376	0.997486081130436	NA	"prevalence"	100	45
"Feature98"	"Metadata_1"	"1"	"Metadata_11"	-0.764869697137073	0	0.734399508938067	0.297648221874778	0.971806462628184	0.506701979764338	0.997486081130436	NA	"prevalence"	100	7
"Feature99"	"Metadata_1"	"1"	"Metadata_11"	0.539351447220836	0	0.591508560008667	0.361861600310801	0.971806462628184	0.592779382842108	0.997486081130436	NA	"prevalence"	100	15
"Feature99"	"Metadata_5"	"1"	"Metadata_51"	0.555434664684827	0	0.602167693986065	0.356324140191289	0.971806462628184	0.330707055764782	0.994002918070798	NA	"prevalence"	100	15
"Feature1"	"Metadata_5"	"1"	"Metadata_51"	3.35606576135422	0	3.77930688943634	0.415204922138435	0.978117692736703	0.645177158032166	0.997486081130436	NA	"abundance"	100	11
"Feature3"	"Metadata_5"	"1"	"Metadata_51"	-0.23523264797637	0	0.272951971831158	0.394829964085824	0.978117692736703	0.396383196795238	0.994002918070798	NA	"abundance"	100	40
"Feature33"	"Metadata_5"	"1"	"Metadata_51"	0.337271176067694	0	0.407069069303094	0.409772425906793	0.978117692736703	0.651631410780048	0.997486081130436	NA	"abundance"	100	88
"Feature34"	"Metadata_4"	"Metadata_4"	"Metadata_4"	0.314259515375541	0	0.359861529720049	0.387597201830262	0.978117692736703	0.541881811926383	0.997486081130436	NA	"abundance"	100	47
"Feature44"	"Metadata_2"	"1"	"Metadata_21"	-0.880138413794571	0	0.998734932918265	0.407419288301731	0.978117692736703	0.648848100123174	0.997486081130436	NA	"abundance"	100	13
"Feature45"	"Metadata_1"	"1"	"Metadata_11"	0.671025249874468	0	0.798633596574586	0.405660137638675	0.978117692736703	0.000377076218337968	0.0079390968514575	NA	"abundance"	100	47
"Feature6"	"Metadata_1"	"1"	"Metadata_11"	1.06024147308304	0	1.0317699432354	0.412174108055908	0.978117692736703	0.654460720760133	0.997486081130436	NA	"abundance"	100	8
"Feature69"	"Metadata_5"	"1"	"Metadata_51"	-1.48504856633173	0	1.74925057093389	0.405045519825712	0.978117692736703	5.97601260552612e-05	0.00193071176486229	NA	"abundance"	100	28
"Feature81"	"Metadata_4"	"Metadata_4"	"Metadata_4"	5.06709641693696	0	3.48700310461814	0.383715819785154	0.978117692736703	0.0648455902515731	0.495184507375649	NA	"abundance"	100	6
"Feature1"	"Metadata_5"	"1"	"Metadata_51"	-0.505631772552326	0	0.606336244459621	0.404329921879709	0.978117692736703	0.645177158032166	0.997486081130436	NA	"prevalence"	100	11
"Feature12"	"Metadata_3"	"Metadata_3"	"Metadata_3"	-0.464200863129405	0	0.56724712959139	0.413163225676118	0.978117692736703	0.413163225676118	0.994002918070798	NA	"prevalence"	100	2
"Feature33"	"Metadata_5"	"1"	"Metadata_51"	-0.504864696577655	0	0.614876144744296	0.411598671147094	0.978117692736703	0.651631410780048	0.997486081130436	NA	"prevalence"	100	88
