feature	Feature1	Feature2	Feature3	Feature4	Feature5	Feature6	Feature7	Feature8	Feature9	Feature10	Feature13	Feature15	Feature16	Feature17	Feature18	Feature19	Feature20	Feature21	Feature22	Feature23	Feature24	Feature25	Feature28	Feature29	Feature30	Feature31	Feature32	Feature33	Feature34	Feature35	Feature36	Feature37	Feature38	Feature40	Feature41	Feature42	Feature43	Feature44	Feature45	Feature46	Feature48	Feature49	Feature50	Feature51	Feature52	Feature53	Feature54	Feature55	Feature56	Feature58	Feature59	Feature60	Feature62	Feature63	Feature64	Feature65	Feature66	Feature67	Feature68	Feature69	Feature70	Feature71	Feature72	Feature73	Feature74	Feature75	Feature76	Feature77	Feature78	Feature79	Feature80	Feature81	Feature82	Feature83	Feature84	Feature85	Feature86	Feature87	Feature88	Feature89	Feature90	Feature91	Feature92	Feature93	Feature94	Feature95	Feature96	Feature97	Feature98	Feature99	Feature100	Feature101
Sample68	0	0	0	0	773	0	0	0	6	0	0	0	0	0	0	0	69	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1211	0	57	12	0	0	0	0	0	279	0	1	0	1	3	15	0	1	0	0	0	21	0	0	0	0	18	0	0	0	0	0	0	16	1	0	0	0	0	0	0	9	0	0	20	0	0	0	1448	34386	0	0	0	0	0	0	9144
Sample69	0	1439	0	0	0	0	469	4609	0	0	0	0	0	0	0	0	65	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7204	51	9460	0	0	0	0	0	0	0	0	110	0	0	22	0	11310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498	11579	2	0	8257	1889	96	0	0	0	0	0	6445
Sample70	8	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	48	0	3	0	0	0	0	0	0	2	0	0	644	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	41642	0	1	0	0	0	0	6347
Sample71	21116	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	90	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	1	3	1	0	10	0	0	0	18	145	0	0	0	0	0	0	3949
Sample72	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	13	0	0	0	0	0	0	1	0	0	224	0	0	1	146	0	0	0	0	0	0	19	0	0	0	0	0	0	20688	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	3734	0	0	0	11	0	0	5194
Sample73	1889	0	0	1	39	0	0	0	0	0	170	0	0	0	0	0	0	60	856	66	0	0	0	0	0	0	74	594	4	0	0	0	0	1	0	7295	0	4428	0	0	0	0	0	0	283	0	0	92	0	0	0	1027	0	0	0	0	0	0	0	0	0	11	3	0	0	21	0	3	0	0	21933	0	0	0	0	0	35	105	0	144	0	13	0	4476	3827	0	0	0	0	0	0	21486
Sample74	1874	0	0	0	0	74	0	57	0	0	97	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	1791	0	0	0	0	0	31	0	7116	0	362	0	0	0	0	0	0	1043	0	0	0	413	71	0	0	0	1551	0	0	1248	0	0	0	0	0	0	7	0	0	0	0	10	0	34066	0	0	0	0	0	0	449	0	0	0	0	1	21699	37	0	0	0	0	0	0	34989
Sample75	696	0	0	0	0	84	0	0	0	0	1	0	0	0	0	0	47781	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	173	0	72	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	4	0	32	16250	0	0	0	0	0	0	13987
Sample76	6475	0	0	41	0	0	263	0	236	0	1528	0	0	0	0	0	0	3086	0	17	0	0	34	0	0	0	7	165	0	0	0	0	0	0	0	347661	0	8480	72	0	0	0	0	0	0	0	0	1842	0	0	0	8947	0	0	0	0	0	0	24130	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	0	0	0	0	0	259	0	1139	0	5697	0	985	0	5395	0	0	0	44049
Sample77	30212	0	0	2	1	0	37	14	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	17298	46	0	0	0	0	0	0	0	0	3050	0	14	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	656	0	0	0	0	0	1	0	2	0	0	0	1028	36376	0	0	0	0	0	0	18474
Sample78	66789	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	208	1576	0	421	0	0	0	0	0	0	7	0	0	764	0	0	0	0	0	587	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3393	1053	0	0	0	0	10	2	0	0	22	0	0	0	875	4615	0	15	0	0	0	0	14016
Sample79	0	0	0	0	0	0	11	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	9	0	0	4785	0	1883	284	0	0	0	0	2	0	0	0	590	0	0	110	1290	0	0	6	0	0	0	0	0	59	0	0	0	0	0	0	0	249	0	14	0	0	0	0	1078	233	1352	0	688	0	84	0	0	0	498	0	0	0	0	0	5633
Sample80	28601	0	0	0	0	0	0	0	0	0	36	49	274	0	0	0	0	843	0	0	0	0	0	12	0	0	0	4	0	12	0	0	0	0	0	325	0	178	0	0	0	0	0	0	423	0	0	13739	0	0	0	0	0	0	0	35	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	51	3	0	372	0	28	0	40378	4851	0	58	87	0	0	0	20139
Sample81	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	2	0	0	0	0	378	0	324	0	0	0	0	0	0	3	0	0	30	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	55	13373	0	0	0	0	0	2	9	0	99	0	1	0	97	7067	0	0	0	0	0	0	3051
Sample82	0	0	0	5	0	0	0	0	0	0	23	0	0	0	0	12	0	140	0	9	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2228	0	1293	0	0	0	0	0	0	0	1	0	1156	0	0	0	3195	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	34	0	0	0	0	0	0	0	0	6	0	10	0	0	0	168	266	0	0	107	0	0	0	924
Sample83	765	0	0	0	0	0	0	727	158	0	21	0	908	0	0	0	0	99	0	2	0	0	0	0	0	0	18	2862	0	0	0	0	0	61	0	779	0	2517	0	15952	322	1	0	0	124	0	0	134	0	20	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	2425	0	0	0	0	0	0	79	0	964	0	0	0	636	14860	0	0	0	0	0	0	31005
Sample84	18851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0	7	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	0	0	2	102	0	0	0	0	0	0	11410
Sample85	2851	0	0	0	0	0	0	98	0	0	50	0	0	0	0	0	0	8	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	26	0	76	0	414	0	0	0	0	0	0	100	0	0	3	0	0	0	24041	0	0	0	4	0	0	656	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	34	0	0	0	915	29	0	0	0	0	0	0	27035
Sample86	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	14	1	0	0	0	0	0	124	0	0	6	0	0	0	26	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36180	0	3	0	0	0	0	7714
Sample87	595	0	0	8	0	0	0	0	0	0	491	0	0	14	0	0	0	0	0	31	0	46	0	0	3	0	0	10	0	0	0	0	0	0	0	17	0	30	0	0	0	0	0	0	2	0	0	22	0	0	1	49	2	0	0	0	478	0	0	0	0	0	0	0	0	787	0	0	0	3796	74	0	0	1	0	0	3	11	0	5	0	0	0	0	10326	0	0	0	0	0	0	5304
Sample88	5443	0	0	0	0	0	4	0	0	0	10	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	24	0	18	0	0	0	0	0	322	0	115	0	0	0	0	0	0	0	0	0	91	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	4	0	0	0	0	0	0	0	0	2648	0	0	0	0	138148	0	0	0	0	0	0	38746
Sample89	0	0	0	1	73	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43346	0	0	1	0	0	0	18514
Sample90	0	0	0	6	0	0	0	159	0	58	167	0	31	0	0	0	0	0	0	43	0	0	0	0	0	0	0	379	0	0	0	0	0	0	2	10781	0	1157	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	18	0	0	0	0	2	0	0	0	3	0	0	0	1043	0	0	0	0	73	184	0	0	0	5	0	7429	317	0	0	0	0	10	0	2694
Sample91	5457	0	0	0	14	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	93	40	0	0	0	0	0	0	803	7	257	0	0	0	0	0	0	89	0	0	271	0	0	0	156	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	99	0	8	0	180	5412	0	0	0	0	0	0	1682
Sample92	30503	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	203	0	2	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	1	0	0	0	1	0	0	30392	0	0	0	0	0	0	6514
Sample93	3211	0	0	0	0	0	0	0	0	0	13	0	0	73	0	0	0	0	0	7	0	0	2	1	0	0	0	6	0	0	0	0	0	0	0	18396	0	15	0	0	0	0	0	0	22	0	0	0	0	0	0	209	0	0	0	0	0	0	1588	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	0	80	0	0	0	62	100	0	0	0	0	0	0	2500
Sample94	995	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1296	0	12	0	0	0	0	0	0	381	0	0	688	0	0	0	270	0	0	0	0	22878	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	114	0	0	0	25	49745	0	0	0	0	0	0	8449
Sample95	17494	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	13	0	0	0	0	20794	0	0	0	0	0	0	0	970	0	14453	0	0	0	0	0	0	0	0	0	427	0	10	0	411	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	16	0	0	0	0	0	0	0	259	275	0	0	0	0	0	0	5978
Sample96	0	0	0	0	0	0	0	3	0	0	60	0	0	0	0	0	0	17	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	0	365	8	0	0	0	0	0	66	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	62475	0	0	902	769	0	0	0	0	0	0	14255
Sample97	0	0	0	76	0	0	0	72	0	66	699	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	85	2088	0	0	0	8	0	36	0	23855	0	129	0	0	0	0	0	0	25394	0	0	3834	0	0	0	3784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1223	0	0	0	4577	12152	0	0	365	0	0	0	16289
Sample98	68078	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	84	0	13	0	121	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5	737	1	0	0	0	0	0	7097
Sample99	8	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	18927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	1	3	0	0	13	0	0	0	0	3152	0	0	2	0	0	0	8240
Sample100	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	11	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	486	0	251	0	0	0	0	0	0	0	0	2	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	264	0	24	0	2	0	48	8074	0	0	6	0	0	0	4395
